#             ra            dec     g_final[0]     g_final[1]        w_final       Sc_final       rg_final        z_final           mask
       6.9737875     -55.966845     -0.2756198    0.010436699      1.8918999  2.4724731e-10      3.6558454          0.586          10100
        6.976345     -55.960293     0.41239311     0.44734431      1.6798621  2.9348248e-10      3.7486043          0.716          10100
       6.9680718     -55.924452   -0.048266934    -0.26940283      1.1940817       3.55e-10      2.9685818           1.02           1100
       6.9701795     -55.936672    -0.28963467    -0.17228097      1.2937155  3.4718246e-10      3.0780528          0.968           1100
       6.9681105     -55.973813    0.097060257     0.20165561       1.859791  2.8391689e-10      3.7219526          0.685          11000
       6.9695123     -55.940125    0.010039485   -0.012437529      1.0235107       3.55e-10      2.9330026           1.02          11000
       6.9766915      -55.98629    0.067816413    0.088675913      1.6332564  3.0160084e-10      3.4682732          0.745          10100
       6.9791125     -55.937055     -0.3378178     0.41507554     0.75404149       3.55e-10      4.2988363           1.02           1001
        6.968919     -55.952167     -0.1849441  -0.0018197432      1.0993773       3.55e-10      3.0321149           1.02          11000
       6.9712743     -55.932747    -0.12696762     0.25451942      1.8400635  3.6011665e-10       4.636356          1.058          10010
       6.9758887     -55.968733   -0.017520705    -0.15729468      1.5212158  2.9664194e-10      4.2494475          0.728          10100
       6.9696147      -55.94688     0.11500598      0.1210315     0.80531025   3.359123e-10      5.6181897          0.902          11000
       6.9767278     -55.972622      0.2611089    -0.53563494      1.2686856   3.406576e-10      3.0075983          0.928           1100
       6.9690953     -55.965087     0.30415801     0.35168859      2.0319805  3.1732616e-10      4.3087102          0.809            110
       6.9680488     -55.967283   -0.029586805     0.31572495     0.61120457       3.55e-10      4.1354286           1.02          11000
       6.9682423     -55.909662    -0.20145377     0.27001698     0.75783206       3.55e-10      3.7733726           1.02          11000
       6.9711843      -55.91813     0.14944945      0.4392254      1.0692442       3.55e-10      4.2380814           1.02           1010
       6.9721652      -55.92297     0.13357203     0.10670159      1.8157211   3.753651e-10       4.526056          1.191            110
       6.9755765      -55.96032    -0.95260943     0.54392212     0.71669328       3.55e-10      3.6452354           1.02          10100
       6.9679652     -55.958072    -0.26248471   -0.011735715     0.64283626       3.55e-10      4.2148279           1.02          11000
       6.9763158     -55.970588    -0.21843829     0.22806876       1.022462  3.0428908e-10      4.9855937          0.756          10100
         6.96827      -55.91424     0.31762546   -0.050234537      1.3042897  2.6788736e-10      4.2627173          0.638          10100
       6.9688867     -55.944373    -0.19552294    -0.43826252      1.9227873  3.3038966e-10      4.3923006          0.872          10010
       6.9678107     -55.942067    -0.17448698     0.47315111     0.94380663       3.55e-10      3.4203765           1.02          11000
        6.971353     -55.921235    0.047911834  -0.0062249961      2.3999013  2.2961337e-10      4.6502853          0.549          10010
       6.9683572     -55.986425     0.27016444    -0.20257951       0.722949       3.55e-10      3.6497144           1.02          11000
       6.9683242      -55.98235     -0.1527003     0.34968261     0.58943753       3.55e-10      3.4071722           1.02          11000
       6.9724333     -55.954462    -0.42027752    -0.19310424      1.7845628       3.55e-10      4.5827796           1.02              1
       6.9725457     -55.951613      0.1327234     0.64119501     0.45573047       3.55e-10      4.5293292           1.02              1
       6.9722492     -55.957077    -0.34822387    -0.27536867      1.1792216       3.55e-10      4.6472695           1.02              1
       6.9724885      -55.95602    -0.25008144    -0.33157826     0.90351727       3.55e-10      4.5654135           1.02              1
        6.972536       -55.9556      -0.263063     0.64381028     0.62150029       3.55e-10      4.5679258           1.02              1
       6.9723235     -55.964845    -0.53870091     0.21572363     0.52873221       3.55e-10      4.5653457           1.02              1
       6.9724687     -55.962392    -0.16100366    -0.16161272     0.53954766       3.55e-10      4.5575038           1.02              1
       6.9732262     -55.935602     0.19018726    -0.26920761     0.46441929       3.55e-10       4.596195           1.02              1
          6.9732     -55.935777    -0.27936992     0.03308157     0.52995458       3.55e-10      4.6053021           1.02              1
       6.9731858     -55.932522     0.11136284    -0.28377502      1.7845628       3.55e-10      4.5244317           1.02              1
        6.972758     -55.942895    0.092627127     0.27231003     0.82182925       3.55e-10       4.672664           1.02              1
       6.9732497     -55.941593   -0.014278952     0.30967149     0.51659725       3.55e-10      4.5457079           1.02              1
       6.9732037      -55.94065    -0.45418771    -0.77946669     0.54725388       3.55e-10      4.5962439           1.02              1
       6.9727432     -55.948317   -0.085183009    -0.35700613      1.7845628   2.653117e-10      4.5507364          0.631              1
       6.9728817     -55.947845    -0.42552746     -1.0902046      1.1845703       3.55e-10      4.5371458           1.02              1
       6.9729222     -55.947958    -0.32394333    -0.22078344      1.7845628       3.55e-10      4.5428907           1.02              1
       6.9730727      -55.94758     0.36133344     0.14562862      1.7845628       3.55e-10      4.5623913           1.02              1
       6.9732103     -55.945912    -0.26074403     0.52492561      1.7845628       3.55e-10      4.5720663           1.02              1
         6.97272     -55.953832     0.20693232    -0.43925122      1.3439942       3.55e-10      4.5464204           1.02              1
       6.9730915     -55.953807    0.084337667     0.32114117     0.93733855       3.55e-10      4.5235549           1.02              1
       6.9729148     -55.957842     0.26175482     0.10237676      1.7845628       3.55e-10      4.5521576           1.02              1
       6.9730345     -55.957392    0.095378481   -0.078140388      1.7845628       3.55e-10      4.5871743           1.02              1
       6.9729218     -55.956653    -0.47810547    0.020932923      0.5258321       3.55e-10       4.575799           1.02              1
       6.9729317      -55.95539     -0.4214704    -0.26452704      0.7916036       3.55e-10      4.6017356           1.02              1
       6.9731888      -55.96606    -0.61479524     0.14338381      1.1181645       3.55e-10      4.5445766           1.02              1
       6.9727342      -55.97153     0.58077861    0.035503422     0.58135469       3.55e-10      4.6337563           1.02              1
       6.9729592     -55.970665    -0.27877988     0.19196331     0.59356808       3.55e-10      4.7328644           1.02              1
       6.9726543     -55.969202     0.48082316   -0.059486878     0.57626569       3.55e-10      4.5376651           1.02              1
       6.9729813     -55.970175    0.025808299    -0.16855271      1.0005071       3.55e-10      4.5305529           1.02              1
        6.973913     -55.931323    -0.49143469    -0.90165022     0.44766883       3.55e-10      4.5787892           1.02              1
        6.973791     -55.927467     0.87263609    -0.14354114     0.51593117       3.55e-10      4.5358047           1.02              1
       6.9732553     -55.935025    -0.61490924     0.14411827     0.48878472       3.55e-10      4.5327669           1.02              1
       6.9732697     -55.941337    -0.76746238    -0.36914198     0.44921116       3.55e-10      4.6080398           1.02              1
        6.973502     -55.941425     0.01904864    -0.23225442      1.0806569       3.55e-10      4.5256097           1.02              1
       6.9738215     -55.939637     0.36220262    -0.16394417      1.5816347       3.55e-10      4.6196183           1.02              1
       6.9738293      -55.93902    -0.67904411     0.17903067      1.7845628       3.55e-10      4.5914254           1.02              1
       6.9736333     -55.945657     0.29840824     0.43312956     0.98528434       3.55e-10      4.6321892           1.02              1
       6.9736675      -55.94555    -0.96282699    0.024687647     0.55423701       3.55e-10      4.5759819           1.02              1
       6.9733888     -55.953308    -0.27180927    -0.83375523     0.63385122       3.55e-10      4.6801793           1.02              1
       6.9735763     -55.954092     0.86228824      -0.250172     0.46815167       3.55e-10      4.5233556           1.02              1
        6.973882     -55.954747    0.024712607     0.18634523     0.45662532       3.55e-10      4.6853748           1.02              1
        6.973259     -55.951467     0.19802321    -0.40899093     0.58209475       3.55e-10      4.6266472           1.02              1
       6.9739155     -55.952995    -0.17498826    -0.44236392     0.48357547       3.55e-10      4.5479008           1.02              1
       6.9732748     -55.958877     0.20738141    -0.39636634     0.71632524       3.55e-10       4.627242           1.02              1
       6.9733242     -55.955235    -0.23616872     0.30086288      1.7845628       3.55e-10      4.5424826           1.02              1
       6.9733798     -55.955403    -0.26725243     0.46738588      1.7845628       3.55e-10      4.6387742           1.02              1
        6.973682     -55.955137   -0.093359319    0.044938811     0.81870868       3.55e-10      4.7406477           1.02              1
       6.9734588     -55.962247    -0.27693494     0.36000807     0.69573004       3.55e-10      4.5997512           1.02              1
         6.97376     -55.971872    -0.17217007    -0.41895282      1.3780846       3.55e-10      4.5789369           1.02              1
       6.9738903     -55.972005    0.054081421     0.26556211      1.7845628       3.55e-10      4.6166787           1.02              1
        6.973755     -55.971227     0.47482218    -0.18307643     0.56965157       3.55e-10      4.5614595           1.02              1
       6.9739075     -55.971183     0.22922422     0.48989429     0.47548881       3.55e-10      4.5361972           1.02              1
       6.9735652     -55.968872   -0.094181862     0.61795078     0.45252952       3.55e-10      4.5249718           1.02              1
       6.9732525     -55.966725     0.40635161    -0.13625148      1.3318386       3.55e-10      4.5681345           1.02              1
       6.9737967     -55.968262     0.17691182    -0.43432122     0.78920544       3.55e-10      4.5302334           1.02              1
       6.9739037     -55.967922      0.4563907      0.4815027     0.60003657       3.55e-10      4.5375103           1.02              1
       6.9738777     -55.974232       0.286852    0.068855779      1.3787515       3.55e-10      4.6460959           1.02              1
       6.9742027     -55.924567    -0.44008631     0.21825991      1.4483965       3.55e-10      4.7206365           1.02              1
        6.974094     -55.922157    0.070329179     0.16664467     0.44659867       3.55e-10       4.682201           1.02              1
       6.9745442      -55.92974    -0.21465363    -0.21177819     0.94366034       3.55e-10      4.6036946           1.02              1
       6.9746157     -55.930182      0.6464746     -1.4790236     0.44910854       3.55e-10      4.5253686           1.02              1
        6.974067     -55.927917       0.323396    -0.17851038      1.0273694       3.55e-10       4.572473           1.02              1
       6.9742525     -55.927792    -0.24096393    -0.40482501      1.7845628  2.6127504e-10       4.620121           0.62              1
        6.974037     -55.926697    -0.24442809    -0.42112189      1.7845628       3.55e-10      4.5834863           1.02              1
       6.9740678     -55.936232     0.24694482    -0.24980102     0.63393868       3.55e-10      4.6358272           1.02              1
       6.9740157      -55.93502     -0.2590623   -0.037074843      1.7845628       3.55e-10       4.771468           1.02              1
        6.974109      -55.93544    -0.29890714   -0.038144986      1.3794474       3.55e-10       4.568303           1.02              1
       6.9742377     -55.935503      0.1476959    -0.46217544      1.3179261       3.55e-10      4.6907894           1.02              1
       6.9745188      -55.93568     0.66582647     0.21837657      1.7845628       3.55e-10      4.5470343           1.02              1
       6.9740372     -55.943062     0.46983116     0.23068512      1.7845628       3.55e-10      4.5652139           1.02              1
       6.9741197     -55.943157    -0.26658846     0.32749006     0.49357299       3.55e-10      4.5471115           1.02              1
        6.974018     -55.941672     0.12143613    -0.37005516     0.50433119       3.55e-10      4.5299222           1.02              1
       6.9746203     -55.943807   -0.042824239    0.080545213      1.0396773       3.55e-10      4.6219029           1.02              1
       6.9742362     -55.954717     0.22531798    -0.17235576     0.84105923       3.55e-10      4.5233836           1.02              1
        6.974047     -55.964527     0.14482349     0.67703598     0.56496865       3.55e-10      4.5274034           1.02              1
       6.9744878     -55.964198     0.29220137     0.23917218     0.49033401       3.55e-10      4.5637869           1.02              1
       6.9742755     -55.961868     -0.4308358     0.62868932     0.49192169       3.55e-10      4.5244157           1.02              1
       6.9739632      -55.97217    -0.18164623     0.44864321      1.7845628       3.55e-10      4.5636885           1.02              1
       6.9739692      -55.97478   -0.017977138    0.050267761     0.54089257       3.55e-10      4.6866435           1.02              1
       6.9750363     -55.934782   0.0067547613     0.22428604      1.3128916       3.55e-10       4.542115           1.02              1
       6.9750138     -55.934357     0.33217754     0.27152209      0.5274369       3.55e-10      4.6134939           1.02              1
       6.9749857      -55.93274     0.26131148    -0.51538922      1.7845628       3.55e-10      4.6305058           1.02              1
       6.9746942     -55.941473   -0.016128562   -0.020982849     0.69775369       3.55e-10      4.7158709           1.02              1
       6.9750538     -55.942012     0.37800313    -0.25215267     0.83244807       3.55e-10      4.5589188           1.02              1
       6.9746522     -55.939698     0.23941242     0.11728644      1.7845628       3.55e-10      4.6398277           1.02              1
       6.9750953     -55.940862      0.4357284    -0.51160268     0.52796529       3.55e-10      4.5915164           1.02              1
       6.9750285     -55.943807     0.18330111    -0.56662024      1.0206287       3.55e-10      4.7487994           1.02              1
       6.9748443     -55.953905     0.42404008     0.69675321     0.60392488       3.55e-10      4.5663526           1.02              1
       6.9747223     -55.951337     0.69224752    -0.28294067     0.52696689       3.55e-10      4.5239302           1.02              1
       6.9747728     -55.960143    -0.32271829     0.20564307      1.7845628       3.55e-10       4.591778           1.02              1
        6.974981     -55.959825    -0.74214762    -0.13087158      0.4476801       3.55e-10      4.5640208           1.02              1
       6.9752475     -55.959948    -0.77574689     0.14093191      1.7845628       3.55e-10      4.6522696           1.02              1
       6.9753288     -55.957922    -0.25480512     0.47337752      1.7845628       3.55e-10      4.7554773           1.02              1
       6.9750243     -55.956695    0.083591947    -0.32528851      1.7845628       3.55e-10      4.5325547           1.02              1
       6.9747572     -55.964568   -0.061235946     0.42276371      1.7845628       3.55e-10      4.6672976           1.02              1
       6.9752202      -55.96491     0.27794552    0.031234952      1.7845628  3.0201716e-10      4.7077776          0.747              1
       6.9748552     -55.963265     0.31100366  7.8905452e-05     0.47175316       3.55e-10      4.5535484           1.02              1
        6.975075     -55.963532    -0.77865169     -0.3019296       0.851788       3.55e-10      4.6530298           1.02              1
       6.9748663     -55.971387      0.0669055     -0.3899449      1.6452566       3.55e-10      4.5521968           1.02              1
       6.9748435     -55.971702     0.23285987     -0.3113519      1.7845628       3.55e-10      4.5573363           1.02              1
       6.9752675     -55.971207    -0.10393781   -0.096399654     0.46099435       3.55e-10      4.5386299           1.02              1
       6.9750597     -55.969953     0.24787956     0.19523149     0.87609845       3.55e-10      4.5328335           1.02              1
       6.9752498     -55.970795     0.14520677    -0.15688192      1.2939354       3.55e-10      4.5629174           1.02              1
       6.9747328       -55.9776     0.40312117     0.36602889      1.5996288       3.55e-10      4.5339771           1.02              1
         6.97517     -55.976355     0.40991698     0.93828678     0.85904136       3.55e-10       4.568744           1.02              1
       6.9746602     -55.974563    -0.99733136    0.096536906     0.57874638       3.55e-10       4.554677           1.02              1
       6.9753202      -55.97664    -0.17858744    0.093242317      1.2696019       3.55e-10      4.7647499           1.02              1
        6.974892     -55.973812    -0.51766086     0.16928511     0.66820984       3.55e-10      4.5585806           1.02              1
       6.9751702     -55.974833       0.259426     0.13526739      0.4538011       3.55e-10      4.5631268           1.02              1
       6.9748607     -55.973453     0.07737897     0.25186368      1.3240621       3.55e-10      4.5800076           1.02              1
       6.9751778     -55.974393   -0.027694417    0.025001736      1.7845628       3.55e-10      4.5951813           1.02              1
       6.9751022     -55.973625    -0.41250697      0.2194917     0.51089522       3.55e-10      4.6769385           1.02              1
       6.9751723      -55.97318     0.82306391     0.18980772     0.67517207       3.55e-10      4.5462161           1.02              1
       6.9754953     -55.925017   -0.057097289    0.056788523     0.74832756       3.55e-10      4.6754275           1.02              1
       6.9759018     -55.923592     0.44711978    -0.32009293      1.7845628       3.55e-10      4.6035589           1.02              1
       6.9755445     -55.926368     -1.1603586    -0.28875066     0.50097456       3.55e-10      4.5264751           1.02              1
       6.9757843     -55.926073    -0.27712336     0.57061279     0.65228788       3.55e-10      4.5235454           1.02              1
       6.9754167     -55.932583    -0.49276698     0.35788631      1.7845628       3.55e-10       4.794875           1.02              1
       6.9753827     -55.939892     0.15660467     -1.0354654      0.5633973       3.55e-10      4.5336733           1.02              1
       6.9760152     -55.942002   -0.049804326     0.38518937      1.7845628  3.4894882e-10      4.6598874           0.98              1
        6.975697     -55.937608    -0.24374393   -0.014140634     0.49666105       3.55e-10      4.6007489           1.02              1
       6.9754385     -55.947907    -0.12196591     -0.2171411     0.53329001       3.55e-10       4.568502           1.02              1
        6.976011     -55.946432     0.11193923    0.029938217      1.5856347       3.55e-10      4.6569931           1.02              1
       6.9755972      -55.94511     0.23425202     -0.4431298     0.51874435       3.55e-10      4.5511036           1.02              1
       6.9757783      -55.94523   -0.022133459    0.061934672      1.7845628  3.2601808e-10      4.6437719           0.85              1
       6.9756187     -55.953723    0.053868126     0.01780097      1.7845628       3.55e-10      4.6978589           1.02              1
       6.9755417     -55.951898    0.059925462   -0.011604626      1.7845628       3.55e-10       4.599059           1.02              1
       6.9755758     -55.951278    0.081956342   -0.036627726      1.5552728       3.55e-10      4.6024419           1.02              1
       6.9757027     -55.951405   -0.046038681     0.19996969     0.67964469       3.55e-10      4.6875507           1.02              1
       6.9757708      -55.95107     0.15430458   -0.094508798      1.7845628       3.55e-10      4.5354389           1.02              1
       6.9757562     -55.950763    -0.31770294    -0.47565138      1.7845628       3.55e-10       4.547066           1.02              1
       6.9757352     -55.950047    -0.35006046    -0.10847089      1.2185652       3.55e-10      4.7758078           1.02              1
        6.975827     -55.949158     0.90782839    0.042916646     0.60442675       3.55e-10      4.6807032           1.02              1
       6.9760152      -55.94984    -0.15347341    -0.40888526      1.7845628       3.55e-10      4.6247094           1.02              1
       6.9758275      -55.96054     0.51138571    0.063898583     0.61191847       3.55e-10       4.568305           1.02              1
       6.9757403     -55.959338     0.60701614    0.098502598     0.47122317       3.55e-10       4.602245           1.02              1
       6.9758713     -55.959795     0.26725858    0.013636706      1.7845628       3.55e-10      4.5282156           1.02              1
       6.9759277     -55.960295    0.066819579      0.5316154      1.6187355       3.55e-10      4.5413217           1.02              1
       6.9754265     -55.958058     0.64437988     0.19391227      1.5897642       3.55e-10      4.6072821           1.02              1
       6.9759655     -55.959618     0.29900204     0.10137453     0.83526417       3.55e-10      4.5729649           1.02              1
       6.9756597     -55.956667    -0.57140542    -0.79541208      0.9894245       3.55e-10      4.5240159           1.02              1
       6.9754895     -55.955663     0.36212006    -0.31163373      1.5467647       3.55e-10      4.6374655           1.02              1
       6.9756555      -55.95609     0.21524293      1.1781033       0.679099       3.55e-10      4.5256139           1.02              1
       6.9758567     -55.956388     0.15644633     0.03255552       1.384927       3.55e-10      4.5797538           1.02              1
       6.9759505     -55.966633     0.62064636     -0.2137908     0.51140835       3.55e-10      4.5393384           1.02              1
        6.975611     -55.964825     0.31825972    -0.16125868      1.7845628       3.55e-10      4.6379007           1.02              1
       6.9758512     -55.965133    -0.62390151    0.082990859      1.4024672       3.55e-10      4.6925209           1.02              1
       6.9759145      -55.96584    0.027655354      0.4917179      1.7845628       3.55e-10      4.5527191           1.02              1
       6.9756977     -55.964193     0.19369641    -0.15850912       1.677987       3.55e-10      4.6104153           1.02              1
       6.9757587     -55.964335    0.084858164   -0.063145404      1.4591624       3.55e-10      4.5647833           1.02              1
       6.9757437     -55.963873    0.013955532     0.35380278     0.48969901       3.55e-10      4.6299464           1.02              1
       6.9757013      -55.96257     0.59316158     0.36265083     0.68305069       3.55e-10      4.5328769           1.02              1
       6.9758882     -55.963118     0.17407102      0.1503741     0.49380189       3.55e-10      4.6540817           1.02              1
       6.9757555     -55.962068    0.095715737     0.24177314     0.87934269       3.55e-10      4.5914706           1.02              1
       6.9755708     -55.972385     0.43192748     -0.2401135     0.47486889       3.55e-10      4.5864933           1.02              1
        6.975356     -55.971543    -0.18067559  0.00019383526     0.87192923       3.55e-10      4.5578637           1.02              1
       6.9756323     -55.971673    -0.11894138     0.36350047      1.4659124       3.55e-10      4.5797296           1.02              1
        6.975482     -55.970855     0.47072314   -0.076930914     0.63221046       3.55e-10      4.5762105           1.02              1
       6.9754848     -55.970503    0.086462046    -0.31035728      1.3916132       3.55e-10      4.6159228           1.02              1
       6.9758077     -55.971422    -0.30832824     0.25801918     0.87255472       3.55e-10       4.732853           1.02              1
       6.9759148     -55.971662     0.30256737  -0.0072959064      1.7845628       3.55e-10      4.5325405           1.02              1
       6.9759597     -55.972092     0.37329323    -0.15758469     0.51703979       3.55e-10      4.5710015           1.02              1
        6.975515     -55.968358     0.10193461    0.017482724      1.7000035       3.55e-10      4.7131256           1.02              1
       6.9756887     -55.968368      1.1464662    -0.22954929     0.44692198       3.55e-10      4.5438837           1.02              1
        6.975908     -55.969325   -0.031784443     0.64652642     0.54397269       3.55e-10      4.6206444           1.02              1
       6.9758362     -55.967372     0.25977806     0.15906728      1.7845628       3.55e-10      4.5468233           1.02              1
       6.9759657     -55.967608     0.29524189  -0.0095534318      1.5658704       3.55e-10      4.6208764           1.02              1
        6.975865     -55.977147    0.084181972     0.57804396     0.57957027       3.55e-10      4.5858857           1.02              1
       6.9759528     -55.976442   -0.028886353    -0.71092536     0.60147117       3.55e-10      4.5839881           1.02              1
       6.9754647     -55.973385     0.32352598    -0.10080083     0.50491693       3.55e-10      4.6503407           1.02              1
       6.9756035     -55.973938     0.10537859      0.3673806      1.2510817       3.55e-10       4.584422           1.02              1
       6.9760132     -55.980033     0.38744981    -0.23160096     0.80942204       3.55e-10      4.5474522           1.02              1
       6.9759152     -55.979315       0.637069    -0.24588803      1.6936472       3.55e-10      4.6353608           1.02              1
       6.9760053        -55.979    0.094537552     0.02930193     0.78033782       3.55e-10      4.5728291           1.02              1
       6.9765038     -55.925118    -0.52613667    -0.91869343     0.52292205       3.55e-10      4.6025399           1.02              1
       6.9766168      -55.92516     0.27349534     0.18070607      1.4563725       3.55e-10      4.5419281           1.02              1
       6.9761207     -55.923465     0.33096784     0.51442582      1.3458996       3.55e-10      4.5714567           1.02              1
       6.9764392     -55.930417     0.14412899   -0.074227066     0.61382889       3.55e-10      4.6530721           1.02              1
        6.976753     -55.929547      0.1510962    0.033943739      0.6806987       3.55e-10      4.6082033           1.02              1
       6.9760717     -55.925728     0.29374092    -0.56237476     0.47899709       3.55e-10      4.5351525           1.02              1
       6.9766437     -55.927123     0.65526159     0.36849334     0.85469956       3.55e-10       4.613239           1.02              1
       6.9766672      -55.92669    -0.19637141     0.28545331      1.7845628       3.55e-10      4.6550139           1.02              1
       6.9763455      -55.93247     0.53614094    -0.17615321     0.95743937       3.55e-10      4.5491638           1.02              1
       6.9766627     -55.933235    -0.46889368    0.074143568     0.74871927       3.55e-10      4.5299432           1.02              1
       6.9760937      -55.94197    0.015070062    -0.13481518     0.86491854       3.55e-10      4.6815728           1.02              1
       6.9764883     -55.942802     0.10806998     0.34429653      1.7845628       3.55e-10      4.6693265           1.02              1
       6.9762262     -55.940897    -0.19017648    -0.27661399      1.0746058       3.55e-10      4.7642032           1.02              1
       6.9762795     -55.941427   -0.071129613     0.40961241      1.1573376       3.55e-10      4.5373632           1.02              1
       6.9763927     -55.940578      -0.371552     -0.2787515      1.1830848       3.55e-10      4.6111239           1.02              1
       6.9765323     -55.940947     0.24485069    -0.10969868     0.61194821       3.55e-10      4.5885009           1.02              1
       6.9765762     -55.940627    -0.21576164    -0.14816937      1.7845628       3.55e-10      4.5888442           1.02              1
        6.976431     -55.938172     0.55555181     0.32257878      1.7845628       3.55e-10       4.575225           1.02              1
        6.976678      -55.93906    0.083346932     0.68241371      0.4994254       3.55e-10      4.5617406           1.02              1
       6.9761497     -55.948843    -0.55751991     -1.0239306      1.7845628       3.55e-10      4.6780919           1.02              1
       6.9761972     -55.947588  -0.0098955874    0.041454798      1.7845628  2.8533229e-10      4.7919117           0.69              1
       6.9761877     -55.946757    -0.10415656     0.14576832     0.71062565       3.55e-10      4.6174829           1.02              1
       6.9762035     -55.945617     0.89639337    -0.59442738     0.55108254       3.55e-10      4.5318329           1.02              1
       6.9764915     -55.946445   -0.095031958    0.028363988      1.7845628       3.55e-10      4.5744376           1.02              1
        6.976463      -55.94686   -0.085485243   -0.070710863      1.7845628       3.55e-10      4.6426999           1.02              1
       6.9761363     -55.944873   -0.049277454    -0.12676823      1.0255264       3.55e-10      4.7199035           1.02              1
       6.9766297     -55.946435     -0.1960157     0.54099507      1.7845628       3.55e-10      4.6248525           1.02              1
       6.9763485     -55.943992     0.42909388    -0.35724274      1.0273993       3.55e-10      4.6108086           1.02              1
        6.976121     -55.959795    -0.16900829    -0.39362402     0.49744616       3.55e-10      4.5387431           1.02              1
        6.976243     -55.958927     0.11735939    -0.03477113      1.7845628       3.55e-10      4.7552955           1.02              1
       6.9765835     -55.959355    -0.20625778    0.052218222      1.6532676       3.55e-10       4.639145           1.02              1
       6.9765112     -55.958383     0.74617269     -0.3146431      1.7845628       3.55e-10      4.5958755           1.02              1
       6.9762738     -55.955748     0.11862142     0.29227438     0.94190615       3.55e-10       4.639558           1.02              1
       6.9763035      -55.95597    -0.49405836     0.26875591     0.48089264       3.55e-10      4.5505803           1.02              1
        6.976456     -55.956402    -0.33099518     0.40810343     0.87478666       3.55e-10       4.575298           1.02              1
       6.9765327     -55.956008    -0.10595002    0.052062026     0.74034809       3.55e-10      4.6529092           1.02              1
       6.9763688     -55.955205    0.083560414    -0.84044772      0.7770363       3.55e-10      4.5404801           1.02              1
       6.9763197     -55.965918       -0.22658     -0.9467803     0.46703959       3.55e-10       4.537835           1.02              1
        6.976128     -55.965088     0.25160048     0.14426224      1.7845628       3.55e-10      4.5871303           1.02              1
       6.9763622     -55.963118   -0.074165056     0.58996321      1.7845628       3.55e-10      4.5729437           1.02              1
        6.976353     -55.962688    -0.15686431   -0.058445962      1.7845628  3.1159875e-10      4.6265328          0.784              1
       6.9764755     -55.962138    -0.15735601    -0.25657083      1.1963965       3.55e-10      4.6072935           1.02              1
        6.976274     -55.961145   -0.050778591    -0.19777671      1.3523395       3.55e-10      4.6461925           1.02              1
       6.9763082     -55.960997  -0.0010687362     -0.1523694       1.107236       3.55e-10      4.6980504           1.02              1
       6.9761313     -55.972403     0.49511949      0.2661754      1.7845628       3.55e-10      4.5530205           1.02              1
       6.9767347     -55.972312     0.20408591    -0.22990778      1.7845628       3.55e-10      4.6587888           1.02              1
       6.9763813     -55.970955    -0.27920732   0.0047861452     0.82775472       3.55e-10      4.5244793           1.02              1
       6.9766452     -55.972018     0.49768132     0.36417941     0.70692501       3.55e-10      4.5282092           1.02              1
       6.9762952     -55.970248    -0.10963625     0.26905662     0.63058582       3.55e-10      4.5862396           1.02              1
       6.9765313     -55.969067     0.11631209     0.22680504     0.53398415       3.55e-10      4.5839107           1.02              1
       6.9765452      -55.96793     0.37315923    -0.15146187     0.85750937       3.55e-10      4.5759724           1.02              1
       6.9764353     -55.967042     0.36722341    -0.10882544      1.0519423       3.55e-10      4.5317778           1.02              1
       6.9762678     -55.976608     0.40401457    -0.13674964      1.7845628       3.55e-10      4.7167274           1.02              1
       6.9761872       -55.9754   -0.025790273    -0.59559611      1.2781794       3.55e-10      4.5853468           1.02              1
       6.9762823     -55.975305     0.19343863     0.26874131     0.52573259       3.55e-10      4.5372905           1.02              1
         6.97669      -55.97651    -0.17976682     0.36459548     0.66694978       3.55e-10      4.5646237           1.02              1
       6.9763365      -55.97491    -0.78910404      0.5467182     0.53071651       3.55e-10      4.5654731           1.02              1
        6.976718      -55.97321     0.31771036      0.1837102     0.99984995       3.55e-10       4.688428           1.02              1
       6.9762222     -55.980415     0.22297901     0.13628449     0.79220518       3.55e-10      4.5406758           1.02              1
       6.9762153     -55.979383      0.4958609     0.21455864     0.62539826       3.55e-10      4.5304429           1.02              1
       6.9767997      -55.93135     0.12806422    -0.32262961      1.7845628       3.55e-10      4.5725059           1.02              1
       6.9769568     -55.931263     0.28767754     0.30256387     0.95698892       3.55e-10      4.5298575           1.02              1
       6.9770582     -55.930508     0.11783087    0.077174784      1.2177025       3.55e-10      4.5546059           1.02              1
       6.9772598     -55.930738    0.064776178      0.3578918     0.57205445       3.55e-10      4.5360376           1.02              1
       6.9769893     -55.929475     0.20955927   -0.035909546     0.98925551       3.55e-10        4.52459           1.02              1
       6.9769267     -55.928402    -0.16309781    0.075935042      1.1824027       3.55e-10      4.7054098           1.02              1
       6.9773402     -55.929598    0.089564262     -0.2308332      1.6551761       3.55e-10      4.5591307           1.02              1
        6.977452     -55.928288    -0.22403078     0.08336735      1.7845628       3.55e-10      4.6620925           1.02              1
       6.9767705      -55.92587   0.0072340507     0.35359063      1.0783206       3.55e-10      4.5285556           1.02              1
       6.9771158      -55.92665     0.42270454     0.47903717     0.74823283       3.55e-10      4.5436004           1.02              1
       6.9774178     -55.926447   -0.028533886      0.1492687     0.77979628       3.55e-10      4.5896725           1.02              1
         6.97689     -55.936132     0.34199704     0.72398314     0.89778033       3.55e-10      4.5345971           1.02              1
       6.9768507      -55.93604    -0.19959676     0.37704643     0.98995246       3.55e-10      4.5357857           1.02              1
