#             ra            dec     g_final[0]     g_final[1]        w_final       Sc_final       rg_final        z_final           mask
       6.9690083     -55.938973    -0.20573987    -0.38102677     0.93383477       3.55e-10      4.6583505           1.02             10
       6.9688373     -55.947955     0.46792977   -0.095661253       1.371198       3.55e-10      4.5417611           1.02             10
       6.9689795     -55.948045    -0.40648845    -0.28913836     0.83172367       3.55e-10      4.5381428           1.02             10
       6.9688258     -55.946713     0.12035159    -0.18191039      1.7761174       3.55e-10      4.5535229           1.02             10
       6.9688187     -55.946232     0.13518788     0.30021452      1.0046141       3.55e-10      4.5259633           1.02             10
       6.9690155     -55.945722    -0.31681999    0.060339601      1.7761174       3.55e-10      4.5371978           1.02             10
       6.9688078     -55.944397     0.44003706      0.2722432     0.45461145       3.55e-10      4.5280659           1.02             10
       6.9689003      -55.94468   -0.064033596      0.1170624      1.6097429       3.55e-10      4.6098201           1.02             10
       6.9689578     -55.944688     0.15387098     0.55430142      1.0966612       3.55e-10        4.54734           1.02             10
       6.9688043     -55.944003    -0.49794641    0.078641553      1.7761174   3.554619e-10      4.6415605          1.024             10
        6.969036     -55.944442     0.21065332    -0.42559907     0.94606318       3.55e-10      4.6513328           1.02             10
       6.9688363     -55.943345     -0.5828829    -0.31486135      1.0921418       3.55e-10      4.5789358           1.02             10
       6.9686898     -55.954858     0.16502943     0.60051575      1.2962912       3.55e-10      4.6082108           1.02             10
       6.9684483     -55.953337    0.012227384    -0.33146524      1.7761174       3.55e-10      4.7028743           1.02             10
       6.9687555     -55.954368    -0.13983937    -0.71387163      1.4072677       3.55e-10      4.5934868           1.02             10
        6.968836     -55.954165    -0.33714655    -0.45177397     0.65815907       3.55e-10      4.5354661           1.02             10
       6.9684773      -55.95205    -0.21527197     0.35517592      1.3050312       3.55e-10      4.5289425           1.02             10
       6.9687967     -55.953037     -0.1037199     0.18292683     0.44807125       3.55e-10      4.5299869           1.02             10
       6.9685332       -55.9515    0.025754803    -0.24409962     0.47951461       3.55e-10      4.5344456           1.02             10
        6.968556     -55.950803     0.04096476     0.18390737     0.79210236       3.55e-10      4.6707728           1.02             10
        6.968612     -55.950358     -0.1060325   -0.073425162      1.2282131       3.55e-10      4.5701926           1.02             10
        6.968642     -55.949992    -0.61486799    -0.43329181     0.70229683       3.55e-10      4.5828799           1.02             10
        6.968809      -55.95041     0.06911885     0.39833152      0.8304723       3.55e-10      4.5685663           1.02             10
       6.9685358     -55.959543    -0.56402314    -0.50181382      1.4330763       3.55e-10       4.599034           1.02             10
       6.9686973     -55.959752    -0.19294194    -0.42308877     0.91360544       3.55e-10      4.5828136           1.02             10
       6.9688418     -55.959935    -0.59516252     0.22640869      1.7761174       3.55e-10      4.6420083           1.02             10
       6.9686633      -55.95886       0.312209     0.31839317     0.85298693       3.55e-10      4.5753861           1.02             10
       6.9688892     -55.959147    -0.20741176    -0.43793924      1.0643431       3.55e-10      4.5243986           1.02             10
       6.9688787     -55.958872   -0.067627262     0.15526014      1.7761174       3.55e-10      4.5819699           1.02             10
        6.968602     -55.956842    -0.45750755    0.093135902      1.3701218       3.55e-10      4.5586086           1.02             10
       6.9683855      -55.95537    -0.63004127    -0.47537022      1.7761174       3.55e-10      4.6157006           1.02             10
       6.9685407     -55.956143    -0.13422541    0.093186477     0.68873435       3.55e-10      4.5478884           1.02             10
        6.968601     -55.956205     0.15050529    -0.15372198      1.7761174       3.55e-10      4.5684573           1.02             10
       6.9689047     -55.956972     0.71675027    -0.28660001      1.0687218       3.55e-10      4.6930719           1.02             10
       6.9685932     -55.955695     0.11476037     0.42128935     0.63499584       3.55e-10      4.5535911           1.02             10
       6.9686658     -55.955432    -0.10500521     0.21826822      1.0613898       3.55e-10      4.5376965           1.02             10
       6.9689208     -55.956562    -0.14717458     0.72613982      1.7761174       3.55e-10      4.5659025           1.02             10
       6.9688638     -55.955297    -0.35380913    0.066619275      1.7761174  3.2518839e-10      4.6802429          0.845             10
       6.9690393     -55.955488    -0.40479077     0.15765838     0.59944871       3.55e-10      4.5488588           1.02             10
        6.968449     -55.964342   -0.040666616     0.28117087     0.96172375       3.55e-10      4.5302233           1.02             10
        6.968351     -55.963742     0.21573212     0.26607145      1.7761174       3.55e-10      4.6443638           1.02             10
       6.9684322     -55.963968   -0.033454664   -0.021382231      1.7761174       3.55e-10      4.5328252           1.02             10
       6.9684773     -55.963975    -0.23481338     0.41729963      1.7761174  3.7011867e-10      4.6439685          1.142             10
        6.968583     -55.964175     0.37794813   -0.011467747     0.75440021       3.55e-10      4.5722582           1.02             10
       6.9686722     -55.963797     0.12417016       0.392835      0.4970908       3.55e-10      4.6131564           1.02             10
       6.9688465     -55.963847     0.11622944      0.2541227       1.052527       3.55e-10       4.600731           1.02             10
       6.9685058     -55.962665    -0.18968251     0.15665812      1.7761174  3.7251639e-10        4.54091          1.163             10
       6.9689825     -55.963938   -0.043638791     0.17953964      1.7761174  3.6124889e-10      4.7358958          1.067             10
       6.9689623     -55.963707    -0.16488975    -0.19939436      1.4838071       3.55e-10      4.6434273           1.02             10
       6.9685178     -55.962027    -0.22686836     0.28254422      1.1490614       3.55e-10       4.562847           1.02             10
       6.9687125     -55.962303     0.96865408    -0.10340654     0.93544666       3.55e-10      4.6237792           1.02             10
       6.9685762     -55.961887     0.12302808     0.19731143     0.54869691       3.55e-10      4.5234432           1.02             10
       6.9687017     -55.961945      0.2110983     0.54449944     0.92825578       3.55e-10      4.7698385           1.02             10
       6.9687658     -55.962335    -0.24164064     0.18838277     0.53102854       3.55e-10      4.5751948           1.02             10
        6.968776     -55.961913    0.049806711    -0.34438106      1.7761174  3.5414586e-10      4.6086714          1.014             10
       6.9688722     -55.961785     0.17826598     0.66890509      1.7761174  2.5420313e-10      4.7307404          0.603             10
       6.9689087      -55.96096     0.27063284     0.43397315      1.7761174       3.55e-10       4.698438           1.02             10
       6.9697062     -55.924748    -0.47568911     0.23028909      1.7761174  3.8372079e-10      4.5688679          1.278             10
       6.9697303     -55.923867     -0.5225707   -0.038593304     0.63566405       3.55e-10      4.5240494           1.02             10
       6.9695127      -55.93114     -1.1975724    -0.15090863     0.49920154       3.55e-10      4.5907098           1.02             10
       6.9697225     -55.931273    -0.35917312     0.20078429     0.74058752       3.55e-10      4.5257909           1.02             10
       6.9697407      -55.93101    -0.55176276     0.22007812     0.45290815       3.55e-10      4.5630242           1.02             10
       6.9697382     -55.928923     0.46913065    -0.12297796     0.95127338       3.55e-10      4.5631975           1.02             10
       6.9694533     -55.937142    -0.34023192    -0.02030885      1.7761174       3.55e-10      4.5550442           1.02             10
       6.9695787     -55.936788    -0.52829616    -0.17973355      1.7761174       3.55e-10      4.5607853           1.02             10
        6.969615     -55.936832     -0.5358235      0.2289372      1.3202665       3.55e-10      4.6563616           1.02             10
       6.9696977     -55.936923     0.20745832    -0.31916898      1.1120192       3.55e-10       4.620732           1.02             10
       6.9696732     -55.935473    -0.18741112    -0.47464569       1.660481       3.55e-10      4.6178826           1.02             10
       6.9692223        -55.934   -0.055465739     0.61481753      1.7761174       3.55e-10      4.6525149           1.02             10
       6.9693077     -55.933982    0.058334509    -0.38719776       1.013747       3.55e-10       4.653938           1.02             10
        6.969369     -55.933257    -0.13240344     0.17364047     0.50387824       3.55e-10       4.556313           1.02             10
        6.969578     -55.933275    0.050859173     0.10013025      1.7761174  3.8288249e-10      4.7212999          1.268             10
       6.9697327     -55.933683    0.018382218   -0.017961498      1.7761174       3.55e-10      4.7067329           1.02             10
        6.969471     -55.931935    -0.72757544    -0.57216724     0.80092528       3.55e-10      4.6796434           1.02             10
       6.9696658     -55.931883     0.21394598     0.57485844     0.52365739       3.55e-10      4.5888301           1.02             10
       6.9690873     -55.942512   -0.020073536     0.32214305     0.50296127       3.55e-10      4.5889579           1.02             10
       6.9691992     -55.942708    -0.42724567     -0.3735771      1.7761174  3.2085716e-10      4.6297421          0.826             10
       6.9691585     -55.942293      0.1027262     0.26602155     0.98619076       3.55e-10      4.6474907           1.02             10
       6.9693762     -55.942293      -0.631221    -0.17944818      1.7761174       3.55e-10      4.7459931           1.02             10
        6.969424     -55.942242    0.075153745    -0.10979332     0.93192724       3.55e-10      4.7121628           1.02             10
        6.969545     -55.942745    -0.31214058     0.35751041      1.7761174       3.55e-10      4.6918882           1.02             10
       6.9697262     -55.942722    -0.33209722     0.18933743      0.9617042       3.55e-10      4.5929972           1.02             10
       6.9690472     -55.939115     0.38971968    -0.26715684      1.0105346       3.55e-10      4.7678573           1.02             10
       6.9692093      -55.93905     0.26076251     0.18687501      1.7761174  3.7595974e-10      4.6155493          1.196             10
       6.9692955      -55.93951     -1.0045081     -1.1566448     0.48502959       3.55e-10      4.5236695           1.02             10
       6.9694568      -55.94011    -0.32525783    -0.46363354     0.54748343       3.55e-10      4.5335396           1.02             10
        6.969552      -55.94003   -0.074404422    -0.33364319     0.53653251       3.55e-10      4.5411487           1.02             10
       6.9690507     -55.938428    -0.15667073     0.56287608      1.7761174  3.8222898e-10      4.5930742          1.262             10
       6.9693545      -55.93874    -0.24961849    -0.29872986      0.6765921       3.55e-10      4.6008508           1.02             10
        6.969627     -55.939222    -0.38589773    -0.17243547      1.7761174       3.55e-10      4.5408224           1.02             10
       6.9694728     -55.938335     0.14758061    -0.11948933     0.57015938       3.55e-10       4.621999           1.02             10
       6.9696522     -55.937975    -0.40254047    -0.73111212     0.81139482       3.55e-10      4.5543647           1.02             10
       6.9691205     -55.947548     0.19995057    -0.35802997      1.5438855       3.55e-10      4.5967008           1.02             10
       6.9692318     -55.947153    -0.42274111    0.038504044      1.7761174  3.5261348e-10      4.5439274          1.004             10
        6.969479     -55.947803    0.055955743    0.057213736      1.2879147       3.55e-10       4.618977           1.02             10
       6.9692693     -55.946515     -0.1559886     -0.1125807     0.68554667       3.55e-10      4.6169419           1.02             10
       6.9693845     -55.946867    -0.58081932    0.039015323     0.96686241       3.55e-10      4.5651388           1.02             10
       6.9696897      -55.94799   -0.059600072   -0.030420443      1.4048104       3.55e-10      4.5636944           1.02             10
       6.9695567      -55.94713     0.33185993     0.19434265      1.3966645       3.55e-10      4.5931362           1.02             10
       6.9692875     -55.945338    -0.81713093    -0.38890184     0.83544926       3.55e-10      4.5528334           1.02             10
       6.9693512      -55.94513     0.15016158    -0.17214875      1.5121758       3.55e-10      4.5926651           1.02             10
       6.9691707     -55.943842    -0.33715273  -0.0030204512       1.679298       3.55e-10      4.5240879           1.02             10
       6.9694305     -55.944813     -0.5849211      -1.035952     0.71677796       3.55e-10      4.6161669           1.02             10
       6.9695975     -55.945135    -0.68247246   -0.031018519      1.7761174       3.55e-10      4.5397186           1.02             10
       6.9696005     -55.944393     -1.0471718    0.052404508      1.7761174       3.55e-10      4.7633493           1.02             10
       6.9694313     -55.943402     0.48855958     0.33502353      1.7761174       3.55e-10      4.6393321           1.02             10
       6.9696952     -55.944447     0.13330291     0.32979814      1.4954303       3.55e-10       4.592369           1.02             10
       6.9690532     -55.954148     0.23242802    -0.48170654      1.0765765       3.55e-10       4.527663           1.02             10
       6.9691185     -55.954265      0.2952345      0.7127144       1.002927       3.55e-10       4.583031           1.02             10
        6.969201      -55.95468    -0.53404723    -0.16982359     0.77253594       3.55e-10      4.5736537           1.02             10
        6.969221     -55.953338     0.44734572     0.66397751     0.47402316       3.55e-10      4.5659443           1.02             10
       6.9691757     -55.953138    -0.18390664    -0.15251091      1.7761174  3.7094796e-10      4.5724846          1.149             10
       6.9692513     -55.952327    -0.21998927    -0.13142446      1.7761174       3.55e-10      4.5588509           1.02             10
       6.9694832     -55.951923     0.38636115     0.61980006      1.2170686       3.55e-10       4.526627           1.02             10
       6.9695422     -55.951773    -0.29684961     0.39656711      1.7761174  3.6412436e-10      4.6389434          1.091             10
       6.9692042     -55.950332    -0.29067469    -0.48246281      1.7761174  3.6448492e-10      4.5662139          1.093             10
       6.9695093     -55.949657     0.21730164    -0.35003173     0.77218539       3.55e-10      4.5859507           1.02             10
       6.9697262     -55.950063    -0.11154953     0.13437455      1.5067585       3.55e-10      4.6736376           1.02             10
       6.9696922     -55.949672    0.046251843   -0.057846393      1.7761174       3.55e-10      4.5739456           1.02             10
       6.9692462     -55.960738    -0.90050177     0.91484984     0.74648361       3.55e-10       4.534114           1.02             10
       6.9693117     -55.959467    -0.06012209    -0.13209405      1.7761174    3.05628e-10      4.5438348          0.761             10
       6.9692237      -55.95821    -0.19179367   -0.091492197      1.5902037       3.55e-10       4.540961           1.02             10
       6.9693212     -55.958878     0.30813878    -0.16277108      1.2032506       3.55e-10      4.5253978           1.02             10
       6.9693377     -55.958375    -0.45255821  -0.0047457393      1.7654506       3.55e-10      4.6240314           1.02             10
       6.9694112     -55.959058    -0.38981524     0.46074712      1.5854835       3.55e-10      4.6253696           1.02             10
       6.9694573     -55.958265     0.52992847     -1.0236393     0.86445835       3.55e-10      4.7446407           1.02             10
       6.9693983     -55.957773     0.34921204     0.83691606      1.0277623       3.55e-10      4.6073748           1.02             10
       6.9696492     -55.958192    0.025117327     0.17142547       1.233009  3.2807737e-10      4.5333402           0.86             10
       6.9692815     -55.956622    0.070059003     0.41792713      1.7761174       3.55e-10      4.5814825           1.02             10
       6.9694358     -55.957262     0.13813908    0.047853662      1.7761174   3.556557e-10      4.5856252          1.025             10
       6.9696985     -55.957142    -0.44599834    0.097103099     0.55558283       3.55e-10      4.6051836           1.02             10
       6.9692635     -55.955272    -0.25168999   -0.052858715     0.64689142       3.55e-10      4.5575444           1.02             10
        6.969653     -55.955942    -0.42341355     0.52947636      1.6217513       3.55e-10      4.5526347           1.02             10
       6.9692187     -55.963112    -0.12366224     0.23777858     0.92708507       3.55e-10      4.5462428           1.02             10
       6.9691265      -55.96226   -0.021567719    0.076869071      1.4997102       3.55e-10      4.5456478           1.02             10
       6.9690423     -55.961422    0.013006815    0.020691828      1.7761174  3.6225395e-10      4.6011561          1.076             10
       6.9693725      -55.96269    -0.53389878    -0.06892527     0.74393408       3.55e-10       4.787508           1.02             10
       6.9692608     -55.961733     0.72337564   -0.013682043      1.7761174  3.8421656e-10      4.7547698          1.284             10
       6.9693318     -55.961737      0.6718237     0.47626804     0.48247722       3.55e-10      4.5304758           1.02             10
       6.9697038       -55.9626   -0.052683807      0.4009087      1.7761174       3.55e-10       4.546853           1.02             10
       6.9695235     -55.961583     0.24495065     0.19247422       1.167795       3.55e-10       4.568677           1.02             10
       6.9696948     -55.967267     0.26915114    -0.10149729      1.7761174       3.55e-10      4.5786276           1.02             10
        6.969734     -55.966962    -0.27448481    -0.52096878      1.7761174       3.55e-10      4.6487368           1.02             10
        6.970267      -55.91343    0.016611885      0.1491957      1.1590968       3.55e-10       4.563679           1.02             10
       6.9702175     -55.911865    -0.38647198   -0.023839453      1.1090076       3.55e-10      4.5375609           1.02             10
       6.9698472     -55.919425    -0.27338253     0.13966294      1.7761174  3.6759475e-10      4.6188567           1.12             10
       6.9700157     -55.919652     0.18447215    -0.25600442     0.70455588       3.55e-10      4.6759376           1.02             10
        6.969991     -55.919293     0.47355647   -0.034930654      1.6866405       3.55e-10       4.701002           1.02             10
       6.9700488     -55.917745     0.51697637    -0.23647547      1.5273829       3.55e-10      4.5328385           1.02             10
       6.9703242     -55.918407    -0.14105936    -0.21294661      1.7761174       3.55e-10       4.546232           1.02             10
        6.969988     -55.916903     0.10150353    -0.38787618     0.50392024       3.55e-10      4.5601244           1.02             10
        6.970336      -55.91746      0.1353845     0.46238719      1.7761174       3.55e-10      4.5770345           1.02             10
       6.9701572      -55.91675     0.52139504   -0.019013969      1.4052482       3.55e-10       4.586366           1.02             10
       6.9702347     -55.915977    -0.77499158    -0.10898033     0.70556262       3.55e-10      4.5820068           1.02             10
       6.9701952     -55.915872    -0.28980642   -0.067381627      1.7761174       3.55e-10      4.5925797           1.02             10
       6.9703777      -55.91622     0.23071865   -0.083089485      1.7761174       3.55e-10      4.6260041           1.02             10
       6.9703173     -55.916517     0.36301129      0.7769529     0.59952766       3.55e-10      4.6216804           1.02             10
       6.9701807     -55.915182    -0.29351084    -0.37060487      1.7761174       3.55e-10      4.5999778           1.02             10
       6.9703537     -55.916018     -0.5494044   -0.020381259     0.49012123       3.55e-10      4.6257065           1.02             10
       6.9702425       -55.9152     0.49758107    0.022468568      1.7761174  3.4455496e-10      4.5487059          0.951             10
       6.9699533     -55.925628    -0.85803131    -0.48561168     0.55475778       3.55e-10      4.5929731           1.02             10
        6.970028     -55.925443    -0.48886573   -0.092175498      1.0564178       3.55e-10      4.7555159           1.02             10
       6.9702248     -55.925572    -0.65260856    -0.36106595     0.78178792       3.55e-10      4.5554915           1.02             10
        6.970276     -55.924717     0.18075467       -0.12923      1.7761174  3.6916318e-10      4.5756017          1.133             10
       6.9698002     -55.923188     0.01744617    -0.12017539      1.7761174       3.55e-10      4.5276149           1.02             10
       6.9702703      -55.92414     -0.6693125     0.23199139     0.44610327       3.55e-10      4.5533192           1.02             10
       6.9703392     -55.924182     0.05313447     0.14527844      1.7761174  3.4488848e-10      4.7195866          0.954             10
        6.970151     -55.923303  -0.0040656203  -0.0032853074      1.7761174  3.2165039e-10       4.727467          0.829             10
       6.9701635      -55.92294    0.039561878   -0.047360402      1.7761174    3.79349e-10      4.5422384          1.231             10
        6.970368      -55.92266     0.12795179    -0.22642046      1.3198837       3.55e-10      4.7087386           1.02             10
       6.9704155     -55.922367     0.47465037    -0.10397533      1.7761174       3.55e-10      4.7885012           1.02             10
       6.9702677      -55.92129     0.55347878  -0.0044587493     0.54045458       3.55e-10      4.5949974           1.02             10
       6.9703195     -55.920747       0.376501    -0.22296847     0.71000416       3.55e-10      4.5286311           1.02             10
        6.969852     -55.930372     0.57371548    -0.18870767     0.55707029       3.55e-10      4.6485428           1.02             10
       6.9697592     -55.929425     0.15894736     0.23109517      1.7761174       3.55e-10      4.6005316           1.02             10
       6.9704382     -55.931168     0.19320012     0.42715197      1.7761174   2.659619e-10      4.5538717          0.633             10
        6.969817      -55.92918    -0.64922519   0.0019048518     0.67588667       3.55e-10      4.5289822           1.02             10
       6.9697752     -55.928687    -0.28888742    -0.20959269      1.7761174       3.55e-10      4.5400874           1.02             10
       6.9701353     -55.929493     0.19004045      0.2411107      1.7761174  3.7497721e-10      4.5813958          1.187             10
       6.9704307     -55.930037    -0.10665069    -0.31320489      1.7761174  3.6803643e-10      4.6656935          1.124             10
       6.9700098     -55.928178    -0.27506236    0.068849109     0.64044136       3.55e-10      4.5467809           1.02             10
       6.9702872     -55.928973    -0.20817699    -0.34579607      1.7761174       3.55e-10      4.6091661           1.02             10
       6.9703483     -55.927582     0.20433096     0.65144222      1.5397061       3.55e-10      4.5631883           1.02             10
       6.9700423     -55.925853    -0.14371003    -0.18174884     0.56593897       3.55e-10      4.6123489           1.02             10
       6.9701112     -55.926463    -0.29806863    -0.39769554     0.83537489       3.55e-10      4.5831014           1.02             10
       6.9703825     -55.925973    -0.29524582     0.13226533      1.0026681       3.55e-10      4.5239324           1.02             10
       6.9698993     -55.935642     0.25939265     0.12610612      0.6943824       3.55e-10      4.5802576           1.02             10
       6.9702162     -55.936085    -0.57302103     -0.2019781      0.6959762       3.55e-10       4.532393           1.02             10
       6.9704333     -55.936757    0.021198334     0.31050503      0.8480779       3.55e-10      4.6740004           1.02             10
       6.9703713     -55.937022    -0.53854574    -0.85018968      1.7761174       3.55e-10      4.6916597           1.02             10
        6.969846      -55.93453    -0.14848198   -0.067628985      1.7761174   3.840453e-10      4.5407057          1.282             10
       6.9700332     -55.935532    -0.13488487   -0.053133275      1.7761174       3.55e-10      4.5325209           1.02             10
       6.9700593     -55.935305     0.58958758      0.1686417     0.89106061       3.55e-10      4.5312679           1.02             10
        6.970331      -55.93582   -0.042217216   -0.031078403     0.97181614       3.55e-10      4.5286933           1.02             10
       6.9703798     -55.936477   -0.072377169     0.11322441      1.3839109       3.55e-10      4.5605058           1.02             10
       6.9699612     -55.934302    -0.29595843    -0.68629724      1.5199441       3.55e-10      4.6201604           1.02             10
        6.970308     -55.935515     0.13621438    -0.69585511     0.76449419       3.55e-10       4.619879           1.02             10
       6.9702872     -55.934423    0.054309323    -0.28400618     0.84433621       3.55e-10      4.5902292           1.02             10
       6.9700513     -55.933387    0.059261468     0.26038583     0.82688733       3.55e-10      4.7224882           1.02             10
       6.9701093     -55.933925    -0.47047869      -0.199719      1.7761174   3.826932e-10      4.6454115          1.267             10
       6.9702058     -55.933917   -0.030979548    -0.59944329      1.3154567       3.55e-10      4.6113874           1.02             10
       6.9703558     -55.934513     0.33337395     0.29497473     0.59618452       3.55e-10       4.530182           1.02             10
       6.9701012     -55.932718     -0.2917522    -0.84439405     0.61168065       3.55e-10      4.5623284           1.02             10
        6.970424     -55.933875   -0.042375465    -0.22148917      1.0687916       3.55e-10      4.5849492           1.02             10
       6.9697552     -55.931668     0.33516593    -0.20905793     0.48435271       3.55e-10       4.531371           1.02             10
       6.9698178     -55.931892    -0.26253479    -0.50627942      1.7761174   3.734223e-10      4.5770796          1.171             10
       6.9703312     -55.932588     0.21081732     0.35710926       1.341904       3.55e-10      4.6795278           1.02             10
       6.9702807      -55.93179     0.19058966    -0.22036387      1.7761174  3.2486388e-10      4.5675396          0.844             10
       6.9701597     -55.943017    -0.70900132    -0.35633836      1.7761174  2.9324728e-10      4.6009827          0.715             10
       6.9700068      -55.94016    -0.61089706    -0.49775742      1.7761174       3.55e-10      4.5411204           1.02             10
       6.9697518     -55.938813     -0.2753416    -0.35276208      1.7761174  3.4894478e-10      4.6112392           0.98             10
       6.9699292     -55.939012    -0.26543844     0.44442566      1.1725316       3.55e-10      4.5882363           1.02             10
        6.970357     -55.940408    -0.45007365    -0.45112566     0.82109289       3.55e-10      4.5494034           1.02             10
       6.9701365     -55.939107    -0.63169106    -0.73855122      1.7761174       3.55e-10      4.7099766           1.02             10
       6.9701038     -55.938742    -0.59013884     0.23541473      1.2535857       3.55e-10      4.5738092           1.02             10
       6.9701255     -55.937678     0.22267403     0.17876454     0.78876281       3.55e-10      4.6093031           1.02             10
        6.970286     -55.938673     0.19925433     0.37604052     0.64328755       3.55e-10       4.555358           1.02             10
       6.9699487      -55.94886     0.47767508     0.19868401      1.1829475       3.55e-10      4.5230676           1.02             10
       6.9700658     -55.948038    0.032198533     0.21897398     0.71605752       3.55e-10       4.623747           1.02             10
       6.9702208     -55.948863    0.095437964     0.36475989     0.54542948       3.55e-10      4.5295284           1.02             10
       6.9703385     -55.948077   -0.081099474     0.29308999      1.0810568       3.55e-10      4.5975008           1.02             10
       6.9699527     -55.946232     0.19090486    -0.21427711     0.94408595       3.55e-10       4.554362           1.02             10
       6.9703253     -55.946332   -0.058391064     0.37395842     0.81990623       3.55e-10      4.5286396           1.02             10
       6.9702952     -55.946572    -0.16822567   -0.050925579      1.7697063       3.55e-10      4.6807198           1.02             10
       6.9700503     -55.945213     -0.1620424   0.0047110659     0.71570092       3.55e-10      4.5283805           1.02             10
       6.9697993     -55.943823     0.42935222    0.091147774       1.208979       3.55e-10      4.7010885           1.02             10
       6.9698767     -55.943427    0.055303679    -0.38124279     0.46984649       3.55e-10      4.5240117           1.02             10
       6.9704132     -55.944588     0.22732399    -0.24318237      1.2566787       3.55e-10      4.5401791           1.02             10
        6.969865     -55.954695     0.34986906   -0.045721483      1.7761174  3.8010167e-10      4.6829126          1.239             10
       6.9700078     -55.954333  -0.0006179903    -0.20036199      1.4776972       3.55e-10      4.6230331           1.02             10
       6.9702537     -55.954865     0.28376742     0.35631547     0.56139437       3.55e-10      4.5277004           1.02             10
       6.9697887      -55.95183     0.74888084   -0.042965176      0.4854856       3.55e-10      4.5406299           1.02             10
       6.9701837     -55.952658    -0.14914255   0.0053536675      1.7761174   3.737468e-10      4.7423289          1.175             10
       6.9702928     -55.953318    -0.06026462      0.4155327      1.2965754       3.55e-10       4.578932           1.02             10
       6.9699172     -55.951428     0.31550096   -0.030586053      1.6179604       3.55e-10      4.5806473           1.02             10
       6.9703402     -55.951773    0.045637089     0.91324516     0.76155272       3.55e-10      4.5305123           1.02             10
        6.970327     -55.952173     -0.4173884    -0.49732631     0.68524943       3.55e-10      4.5573944           1.02             10
       6.9703042     -55.951715     0.29395034      0.3109781      1.6715194       3.55e-10      4.5859992           1.02             10
       6.9698462     -55.950433     0.24805738     0.58908665      1.7761174       3.55e-10      4.5388515           1.02             10
       6.9701483      -55.95113   -0.010475833    -0.42996596     0.45381987       3.55e-10      4.5274933           1.02             10
       6.9698677     -55.949485     0.01581195    -0.30119441     0.52950849       3.55e-10      4.5948114           1.02             10
       6.9701997      -55.94956     0.49042578      0.4362139     0.58713418       3.55e-10      4.5703382           1.02             10
        6.970173     -55.950037    -0.45291681    0.077469192      1.7761174       3.55e-10      4.5416204           1.02             10
       6.9703757     -55.950467     0.15558217    -0.15535836      1.2229624       3.55e-10      4.5249252           1.02             10
       6.9703622     -55.949423    -0.30126894    -0.12502931     0.81390301       3.55e-10       4.674491           1.02             10
       6.9698665     -55.957942    0.034269517    -0.17087486      0.8207438       3.55e-10      4.6536997           1.02             10
        6.970079     -55.958555    -0.55116256       1.063908     0.67896433       3.55e-10       4.526432           1.02             10
       6.9701098     -55.958883     0.31442397     0.29617018      1.7761174  3.0792207e-10      4.6859279           0.77             10
       6.9700013     -55.957625   -0.039782112     0.46199498     0.97671811       3.55e-10      4.6310519           1.02             10
       6.9700598      -55.95819    0.064226749     0.23805419      1.7761174  3.7742001e-10      4.7073085          1.211             10
       6.9701305     -55.958037    -0.17965431  -0.0051742979      1.0347614       3.55e-10      4.5943584           1.02             10
       6.9701777     -55.958693    -0.10411382    -0.70822121      1.0182933       3.55e-10      4.5635391           1.02             10
       6.9703518     -55.958755    -0.30459964     0.39886229     0.48437993       3.55e-10      4.5383082           1.02             10
       6.9702962     -55.957182    -0.15317837    -0.46385216       1.002956       3.55e-10      4.5763257           1.02             10
       6.9703653     -55.957725     0.20550151    0.044082429      1.0448646       3.55e-10      4.6339151           1.02             10
        6.970337      -55.95591    -0.10231417     0.13513061     0.56777556       3.55e-10      4.5441984           1.02             10
       6.9703613     -55.955337      0.3088795     0.33701902     0.60063431       3.55e-10       4.693567           1.02             10
       6.9699213     -55.966645     0.17728637     0.32529394      1.4266078       3.55e-10      4.7219013           1.02             10
       6.9701735     -55.965072     0.27278864     0.36728314      1.1068588       3.55e-10      4.7829297           1.02             10
       6.9700545      -55.96355     0.19754078     0.35283479      1.5301748       3.55e-10      4.6142984           1.02             10
       6.9702623     -55.964032    -0.44021078    -0.20654825      1.7761174       3.55e-10      4.6078761           1.02             10
       6.9702138     -55.963983     0.28296121     0.80777652     0.50386891       3.55e-10      4.5218431           1.02             10
        6.970212     -55.963537     0.44621897    0.088797577      1.7409754       3.55e-10      4.6493371           1.02             10
        6.970268      -55.96334     0.31634178     0.25591289     0.78291094       3.55e-10      4.5297311           1.02             10
        6.970324     -55.962963    -0.37236273    -0.38339412     0.62247692       3.55e-10      4.7281768           1.02             10
       6.9703073     -55.961702     0.61269281     -0.1586702     0.47372975       3.55e-10      4.5311975           1.02             10
       6.9703273     -55.961195     0.24694969     0.24899336      1.7761174  3.5834188e-10      4.6081691          1.045             10
       6.9698565     -55.967137     0.33681884    -0.23810799      0.8236769       3.55e-10      4.5568113           1.02             10
       6.9698662     -55.966867    -0.21859814     0.62958639     0.87370044       3.55e-10      4.5299487           1.02             10
        6.970452     -55.913665   -0.077248947     0.13218705     0.78550485       3.55e-10      4.5391194           1.02             10
       6.9705163     -55.913203  -0.0019443332    -0.37998714      1.4312954       3.55e-10      4.5864071           1.02             10
       6.9706017     -55.913632    0.099060766    -0.19883809     0.48698664       3.55e-10      4.5512228           1.02             10
       6.9710905     -55.914007    -0.28637765   -0.090943494      1.7761174       3.55e-10      4.5669583           1.02             10
