0.375609 -1.3333 1.03974
0.495728 -1.14154 1.14359
0.575651 -0.994391 1.31301
0.53987 -0.957546 1.44577
0.400224 -0.964776 1.4737
0.248007 -0.955582 1.4057
0.176635 -0.929439 1.28654
0.187756 -0.890524 1.15596
0.188794 -0.833639 1.05257
0.10762 -0.78434 1.01404
-0.0150773 -0.769938 1.04424
-0.0867377 -0.740744 1.10065
-0.0936622 -0.604881 1.13983
-0.112389 -0.373548 1.15955
-0.189962 -0.193297 1.16876
-0.271911 -0.176133 1.13463
-0.273784 -0.258377 1.00832
-0.182352 -0.307688 0.812573
-0.053084 -0.331341 0.658022
0.0666787 -0.46848 0.637951
0.174516 -0.757908 0.728545
0.278185 -1.0205 0.826294
0.356252 -1.05507 0.86883
0.373881 -0.896052 0.879098
0.336548 -0.770775 0.896357
0.309336 -0.807363 0.916552
0.357544 -0.899196 0.924079
0.463638 -0.906013 0.939611
0.530358 -0.881713 0.990411
0.487713 -0.986856 1.05117
0.379928 -1.22184 1.06598
0.321468 -1.38697 1.03579
0.276883 -1.22844 0.917684
0.329197 -1.17143 1.01115
0.432485 -1.07293 1.20581
0.507358 -0.967794 1.37738
0.469083 -0.861792 1.41629
0.328486 -0.785167 1.32296
0.199068 -0.76868 1.1747
0.169653 -0.785409 1.04089
0.202629 -0.779805 0.949933
0.198948 -0.74373 0.904683
0.132045 -0.70294 0.894728
0.0604748 -0.636662 0.902988
0.0253261 -0.486695 0.923622
0.00257396 -0.26636 0.963494
-0.0344165 -0.0907842 1.00508
-0.0625552 -0.0529798 0.987539
-0.0431272 -0.117909 0.868128
0.0297269 -0.196567 0.702817
0.135081 -0.291693 0.616072
0.247271 -0.489168 0.664905
0.330969 -0.794698 0.771089
0.345291 -1.05757 0.826964
0.285637 -1.11879 0.83813
0.210451 -1.00245 0.901417
0.199613 -0.887854 1.04671
0.281594 -0.889765 1.17184
0.408533 -0.939944 1.16971
0.500626 -0.922825 1.06854
0.510468 -0.860135 0.987276
0.449273 -0.878794 0.976819
0.362696 -1.02071 0.976499
0.294605 -1.17714 0.937074
0.0696432 -1.10258 0.999751
0.115278 -1.17349 1.05701
0.288909 -1.15183 1.20815
0.482988 -1.02213 1.35194
0.525677 -0.835051 1.37175
0.372091 -0.696634 1.25523
0.164439 -0.668592 1.08494
0.0694274 -0.701635 0.942794
0.103382 -0.704035 0.852065
0.158992 -0.650738 0.793634
0.157645 -0.5788 0.74504
0.111652 -0.49713 0.70308
0.0624364 -0.368189 0.686598
0.0302987 -0.190589 0.714206
0.0271764 -0.0427758 0.765249
0.0600833 -0.00949129 0.777693
0.109923 -0.0942825 0.716795
0.149927 -0.237283 0.640366
0.188232 -0.39994 0.649974
0.243536 -0.592545 0.759984
0.274597 -0.816405 0.860844
0.199551 -1.01554 0.855933
0.0203345 -1.11469 0.803589
-0.123533 -1.09771 0.855508
-0.083257 -1.02193 1.05019
0.131244 -0.948621 1.23743
0.356078 -0.884425 1.25037
0.443804 -0.810674 1.10579
0.390768 -0.747373 0.971628
0.289033 -0.748996 0.955811
0.199641 -0.837934 1.00231
0.121252 -0.975623 1.01284
-0.0444128 -1.01431 1.18232
0.0428634 -1.15074 1.19207
0.28176 -1.19912 1.2696
0.529834 -1.08732 1.35185
0.581875 -0.863052 1.33271
0.392024 -0.666874 1.18363
0.124492 -0.591739 0.973899
-0.0307589 -0.599369 0.790521
-0.0356368 -0.592841 0.667145
0.0213956 -0.533574 0.585216
0.0567263 -0.449785 0.516343
0.0442076 -0.359922 0.454896
-0.0089444 -0.246858 0.421865
-0.0638282 -0.11336 0.440622
-0.0515151 -0.0184079 0.50122
0.0568224 -0.0327402 0.555653
0.190792 -0.170618 0.568538
0.253013 -0.375903 0.569378
0.23867 -0.569084 0.622157
0.212125 -0.707903 0.729936
0.17149 -0.81085 0.805951
0.0346883 -0.920219 0.778542
-0.200679 -1.03659 0.704914
-0.370703 -1.09971 0.723439
-0.303316 -1.04904 0.880033
-0.0317613 -0.898634 1.0539
0.226835 -0.736565 1.09641
0.304067 -0.649191 1.0123
0.227365 -0.655674 0.9474
0.124062 -0.715978 1.0026
0.0522072 -0.791084 1.12141
-0.0103434 -0.884172 1.18736
0.0232917 -0.947394 1.25734
0.163178 -1.08677 1.22959
0.418427 -1.18544 1.24836
0.631322 -1.12013 1.27691
0.632583 -0.897325 1.22683
0.422831 -0.651372 1.05985
0.160664 -0.504003 0.825704
-0.012329 -0.45989 0.606184
-0.0742464 -0.446398 0.445097
-0.0654803 -0.410619 0.336052
-0.0209949 -0.345503 0.25771
0.0110671 -0.254404 0.20554
-0.0274563 -0.14216 0.194188
-0.114126 -0.0417926 0.237622
-0.120366 -0.0132384 0.325577
0.0386854 -0.098331 0.418653
0.265037 -0.282303 0.476084
0.376051 -0.497255 0.494306
0.320085 -0.661728 0.507725
0.199448 -0.737403 0.541148
0.0872982 -0.764155 0.573729
-0.0584068 -0.820495 0.571132
-0.256235 -0.924432 0.54825
-0.38658 -0.989925 0.56838
-0.314937 -0.917822 0.665178
-0.0838693 -0.727991 0.79077
0.115118 -0.564303 0.871275
0.157303 -0.55278 0.903007
0.094654 -0.676514 0.956268
0.0392916 -0.809816 1.07538
0.01881 -0.864562 1.21011
0.00334693 -0.878297 1.27488
0.146822 -0.845592 1.16226
0.323934 -0.969342 1.1243
0.551884 -1.10769 1.10995
0.685323 -1.10547 1.09691
0.630181 -0.919505 1.02934
0.442774 -0.65247 0.879897
0.246421 -0.438975 0.681112
0.0976799 -0.33125 0.490574
-0.00884999 -0.298047 0.338523
-0.0500102 -0.287988 0.220826
0.00869748 -0.261606 0.133226
0.105366 -0.193562 0.0925502
0.106939 -0.0926533 0.119001
-0.00338602 -0.0181381 0.208154
-0.0593302 -0.0408023 0.326592
0.0784925 -0.175761 0.42954
0.310519 -0.365311 0.480914
0.404432 -0.528052 0.468371
0.280766 -0.618807 0.411887
0.0772657 -0.653507 0.355072
-0.0653042 -0.689755 0.335734
-0.153044 -0.7685 0.360149
-0.234633 -0.855418 0.40989
-0.266662 -0.856307 0.471916
-0.180307 -0.722416 0.552327
-0.0218659 -0.53624 0.658917
0.0780447 -0.457143 0.78269
0.0660163 -0.565193 0.905787
0.0150951 -0.774941 1.0187
0.00550684 -0.919535 1.11618
0.0325307 -0.916917 1.18145
0.0676533 -0.844262 1.19444
0.146319 -0.698379 1.056
0.333955 -0.818282 1.03519
0.518501 -0.986227 0.993578
0.586403 -1.04877 0.927183
0.509049 -0.932697 0.832302
0.368857 -0.698683 0.71355
0.244643 -0.463499 0.593316
0.132082 -0.299131 0.493886
0.0197891 -0.214903 0.410204
-0.0213922 -0.192892 0.319927
0.0788341 -0.199206 0.227317
0.240156 -0.184104 0.178543
0.283286 -0.123268 0.216283
0.165563 -0.0629753 0.326656
0.0573885 -0.0853126 0.446467
0.109726 -0.213174 0.519051
0.232837 -0.37363 0.5286
0.215872 -0.47283 0.485653
0.0163437 -0.496193 0.406138
-0.196508 -0.519609 0.3171
-0.277974 -0.619501 0.261867
-0.258409 -0.77555 0.273371
-0.225859 -0.871106 0.344278
-0.178559 -0.805601 0.441919
-0.0760231 -0.612507 0.552594
0.0390365 -0.450576 0.690762
0.0722882 -0.46172 0.857558
0.0100301 -0.638858 1.01124
-0.0624464 -0.838053 1.0991
-0.0754009 -0.913196 1.11184
-0.0380189 -0.838813 1.0883
0.0275468 -0.720787 1.06803
0.0037808 -0.564238 1.09149
0.1712 -0.672644 1.09921
0.308113 -0.835781 1.02819
0.344402 -0.939225 0.899988
0.278938 -0.907958 0.761171
0.177388 -0.76176 0.646162
0.0876217 -0.572131 0.574113
0.00406661 -0.391369 0.548028
-0.0620762 -0.247998 0.540082
-0.0378008 -0.17531 0.502563
0.116418 -0.186605 0.421046
0.29717 -0.228653 0.346708
0.340062 -0.218752 0.347568
0.22358 -0.147967 0.42658
0.0972638 -0.105033 0.512665
0.0660119 -0.167091 0.539519
0.0427589 -0.295729 0.509612
-0.100402 -0.383447 0.466955
-0.310086 -0.396831 0.431124
-0.404173 -0.427915 0.387668
-0.321979 -0.575489 0.334437
-0.194289 -0.796904 0.303673
-0.143961 -0.923858 0.329789
-0.133599 -0.844016 0.418812
-0.071864 -0.638416 0.559994
0.0183119 -0.504284 0.742263
0.0298414 -0.550743 0.936513
-0.0692476 -0.704093 1.08101
-0.192874 -0.81023 1.12277
-0.247998 -0.788542 1.07971
-0.21918 -0.676968 1.03368
-0.131844 -0.573542 1.04539
-0.140112 -0.506367 1.19153
-0.0184146 -0.557814 1.22371
0.0659708 -0.659412 1.14684
0.094056 -0.756952 0.998221
0.0589043 -0.789866 0.838248
-0.0202631 -0.747992 0.700289
-0.108744 -0.656907 0.6011
-0.16874 -0.528434 0.559285
-0.156503 -0.375222 0.569026
-0.040659 -0.257648 0.57616
0.142388 -0.244588 0.524289
0.277091 -0.310042 0.428346
0.270608 -0.331428 0.366559
0.162643 -0.234076 0.38458
0.0701398 -0.098414 0.437193
0.016847 -0.0701354 0.4496
-0.0936877 -0.180852 0.41374
-0.290792 -0.318193 0.387387
-0.417763 -0.385354 0.404524
-0.306722 -0.43069 0.427816
-0.0274446 -0.565953 0.405347
0.162664 -0.782549 0.345933
0.124687 -0.925414 0.313783
-0.0160774 -0.877166 0.362852
-0.069333 -0.712265 0.497478
-0.0274386 -0.611423 0.68359
-0.0363088 -0.649371 0.868546
-0.175288 -0.732439 0.994469
-0.35859 -0.741562 1.03051
-0.450653 -0.665864 1.01079
-0.407243 -0.573192 1.01616
-0.281285 -0.514748 1.09185
-0.177293 -0.528271 1.15217
-0.113498 -0.478565 1.20171
-0.0803338 -0.477715 1.16764
-0.0464676 -0.526895 1.07754
-0.0386019 -0.578377 0.961225
-0.0916062 -0.6075 0.81836
-0.18038 -0.62085 0.657071
-0.223586 -0.600947 0.531295
-0.155232 -0.515883 0.492956
0.00972037 -0.398636 0.512868
0.17545 -0.343996 0.497909
0.239485 -0.382483 0.40504
0.188137 -0.410994 0.300978
0.110469 -0.313997 0.277336
0.0848595 -0.131091 0.332522
0.0652542 -0.0333203 0.381067
-0.051085 -0.122097 0.371283
-0.227251 -0.31263 0.343264
-0.252871 -0.453966 0.354049
0.00984104 -0.517156 0.388424
0.400851 -0.596349 0.383573
0.595446 -0.736537 0.324228
0.462382 -0.847014 0.271137
0.190076 -0.828652 0.291734
0.0292238 -0.724076 0.393377
0.00350326 -0.665236 0.53348
-0.0566988 -0.696903 0.667312
-0.253183 -0.73541 0.769557
-0.486445 -0.706745 0.833647
-0.583985 -0.641737 0.877963
-0.493569 -0.600395 0.941567
-0.315825 -0.575022 1.04455
-0.141827 -0.585624 0.935345
-0.142817 -0.437604 0.997856
-0.152818 -0.340016 1.03388
-0.103902 -0.332054 1.04331
-0.0430657 -0.370703 1.01467
-0.0511253 -0.424378 0.913857
-0.122975 -0.505274 0.734532
-0.16632 -0.59337 0.547707
-0.10782 -0.611179 0.451891
0.0293997 -0.525664 0.459588
0.153681 -0.419836 0.474599
0.193961 -0.395039 0.41248
0.163175 -0.427533 0.312792
0.137005 -0.396143 0.286881
0.157437 -0.259684 0.3676
0.166161 -0.138165 0.464807
0.0802916 -0.174688 0.481628
-0.0532861 -0.358154 0.425416
-0.0503419 -0.542859 0.369715
0.197039 -0.629745 0.342787
0.540733 -0.658247 0.308113
0.701561 -0.70148 0.247483
0.574616 -0.744259 0.206713
0.327146 -0.727435 0.236172
0.168728 -0.668194 0.322533
0.104673 -0.64945 0.411745
-0.0191698 -0.694183 0.479471
-0.27262 -0.733583 0.545065
-0.526964 -0.720416 0.625173
-0.598915 -0.695757 0.709319
-0.457894 -0.699612 0.785633
-0.252174 -0.684287 0.859816
-0.123417 -0.644088 0.735153
-0.207057 -0.442984 0.800919
-0.261097 -0.286966 0.878428
-0.201174 -0.246468 0.945539
-0.0924173 -0.283804 0.978192
-0.0471217 -0.351414 0.941023
-0.0879113 -0.458172 0.815947
-0.142369 -0.595232 0.652014
-0.138397 -0.669475 0.545703
-0.0647213 -0.594971 0.540525
0.0434702 -0.428704 0.572412
0.138471 -0.332012 0.552543
0.186561 -0.377979 0.48782
0.190526 -0.460834 0.47062
0.179366 -0.440389 0.546417
0.158633 -0.333113 0.642927
0.0987504 -0.292387 0.657579
0.00546216 -0.406696 0.576307
-0.0342133 -0.589967 0.464262
0.0596542 -0.700838 0.365252
0.236597 -0.709184 0.268902
0.350843 -0.687399 0.178228
0.332087 -0.679996 0.147325
0.255834 -0.665144 0.21449
0.211996 -0.637773 0.333261
0.164042 -0.642369 0.41719
0.00484401 -0.694901 0.442233
-0.266326 -0.743533 0.462426
-0.491818 -0.750155 0.523801
-0.510874 -0.750223 0.605599
-0.339406 -0.774888 0.663387
-0.158828 -0.765598 0.695218
-0.148713 -0.701299 0.722869
-0.338485 -0.493893 0.768815
-0.449351 -0.315285 0.831426
-0.396781 -0.27365 0.885902
-0.26462 -0.347434 0.922556
-0.181314 -0.455751 0.929524
-0.18697 -0.567938 0.886024
-0.233053 -0.678255 0.800714
-0.253455 -0.71967 0.731162
